index,Run ID,Meta-level Policy,Pretrained Percentile,Number of Steps,Return,gpus,pretrained_runs_folder,pretrained_run,max_tree_size,n_envs,n_episodes,max_steps,no_video,video_fps,video_steps,Normalized Return,Environment
190,,$\hat{Q}^*$,0.5,120.75,13.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.3313253012048193,BigFish
191,,$\hat{Q}^*$,0.5,4.0,0.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.012048192771084338,BigFish
193,,$\hat{Q}^*$,0.5,105.0,20.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.4819277108433735,BigFish
194,,$\hat{Q}^*$,0.5,2.0,0.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.006024096385542169,BigFish
212,,$\hat{Q}^*$,0.5,90.0,12.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.2891566265060241,BigFish
213,,$\hat{Q}^*$,0.5,14.5,1.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.024096385542168676,BigFish
214,,$\hat{Q}^*$,0.5,101.75,16.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.39759036144578314,BigFish
215,,$\hat{Q}^*$,0.5,125.0,20.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.4939759036144578,BigFish
117,,$\hat{Q}^*$,0.5,1.5,0.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.0,BigFish
211,,$\hat{Q}^*$,0.5,12.0,0.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.018072289156626505,BigFish
210,,$\hat{Q}^*$,0.5,29.0,1.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.04216867469879518,BigFish
209,,$\hat{Q}^*$,0.5,125.0,15.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.37349397590361444,BigFish
208,,$\hat{Q}^*$,0.5,109.0,13.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.3313253012048193,BigFish
207,,$\hat{Q}^*$,0.5,65.0,7.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.18674698795180722,BigFish
168,,$\hat{Q}^*$,0.5,24.75,2.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.060240963855421686,BigFish
206,,$\hat{Q}^*$,0.5,5.75,0.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.012048192771084338,BigFish
204,,$\hat{Q}^*$,0.5,18.0,0.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.018072289156626505,BigFish
203,,$\hat{Q}^*$,0.5,60.0,2.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.060240963855421686,BigFish
202,,$\hat{Q}^*$,0.5,49.25,4.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.10843373493975904,BigFish
201,,$\hat{Q}^*$,0.5,83.0,11.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.2710843373493976,BigFish
200,,$\hat{Q}^*$,0.5,13.0,0.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.012048192771084338,BigFish
199,,$\hat{Q}^*$,0.5,70.75,6.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.16265060240963855,BigFish
198,,$\hat{Q}^*$,0.5,9.5,0.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.0,BigFish
197,,$\hat{Q}^*$,0.5,70.0,11.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.26506024096385544,BigFish
196,,$\hat{Q}^*$,0.5,34.75,3.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.07228915662650602,BigFish
195,,$\hat{Q}^*$,0.5,34.0,3.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.08433734939759036,BigFish
205,,$\hat{Q}^*$,0.5,0.25,0.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.0,BigFish
167,,$\hat{Q}^*$,0.5,56.25,1.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.04216867469879518,BigFish
192,,$\hat{Q}^*$,0.5,25.25,1.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.024096385542168676,BigFish
165,,$\hat{Q}^*$,0.5,48.5,10.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.24096385542168675,BigFish
140,,$\hat{Q}^*$,0.5,17.0,0.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.012048192771084338,BigFish
139,,$\hat{Q}^*$,0.5,125.0,11.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.26506024096385544,BigFish
138,,$\hat{Q}^*$,0.5,7.5,0.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.012048192771084338,BigFish
137,,$\hat{Q}^*$,0.5,123.25,15.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.3674698795180723,BigFish
136,,$\hat{Q}^*$,0.5,125.0,10.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.2469879518072289,BigFish
135,,$\hat{Q}^*$,0.5,125.0,16.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.39759036144578314,BigFish
134,,$\hat{Q}^*$,0.5,14.75,2.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.06626506024096386,BigFish
132,,$\hat{Q}^*$,0.5,16.75,0.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.0,BigFish
131,,$\hat{Q}^*$,0.5,11.0,1.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.030120481927710843,BigFish
130,,$\hat{Q}^*$,0.5,1.75,0.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.0,BigFish
141,,$\hat{Q}^*$,0.5,46.0,7.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.1686746987951807,BigFish
129,,$\hat{Q}^*$,0.5,5.25,0.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.0,BigFish
127,,$\hat{Q}^*$,0.5,0.0,0.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.0,BigFish
126,,$\hat{Q}^*$,0.5,22.25,1.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.024096385542168676,BigFish
125,,$\hat{Q}^*$,0.5,24.0,1.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.03614457831325301,BigFish
124,,$\hat{Q}^*$,0.5,66.75,4.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.10843373493975904,BigFish
166,,$\hat{Q}^*$,0.5,5.5,0.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.012048192771084338,BigFish
119,,$\hat{Q}^*$,0.5,9.5,1.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.04216867469879518,BigFish
123,,$\hat{Q}^*$,0.5,60.25,4.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.0963855421686747,BigFish
120,,$\hat{Q}^*$,0.5,28.75,2.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.04819277108433735,BigFish
121,,$\hat{Q}^*$,0.5,5.5,0.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.006024096385542169,BigFish
122,,$\hat{Q}^*$,0.5,25.0,0.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.012048192771084338,BigFish
128,,$\hat{Q}^*$,0.5,90.5,13.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.3132530120481928,BigFish
142,,$\hat{Q}^*$,0.5,47.0,3.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.0783132530120482,BigFish
133,,$\hat{Q}^*$,0.5,56.25,10.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.24096385542168675,BigFish
143,,$\hat{Q}^*$,0.5,91.25,11.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.26506024096385544,BigFish
162,,$\hat{Q}^*$,0.5,7.5,0.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.012048192771084338,BigFish
163,,$\hat{Q}^*$,0.5,61.25,10.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.24096385542168675,BigFish
164,,$\hat{Q}^*$,0.5,121.75,16.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.3855421686746988,BigFish
160,,$\hat{Q}^*$,0.5,15.5,0.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.006024096385542169,BigFish
159,,$\hat{Q}^*$,0.5,81.25,5.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.13855421686746988,BigFish
158,,$\hat{Q}^*$,0.5,20.0,3.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.0783132530120482,BigFish
157,,$\hat{Q}^*$,0.5,56.25,4.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.0963855421686747,BigFish
161,,$\hat{Q}^*$,0.5,54.5,5.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.12048192771084337,BigFish
155,,$\hat{Q}^*$,0.5,29.25,1.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.04216867469879518,BigFish
154,,$\hat{Q}^*$,0.5,125.0,9.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.23493975903614459,BigFish
153,,$\hat{Q}^*$,0.5,1.5,0.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.0,BigFish
156,,$\hat{Q}^*$,0.5,125.0,14.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.3493975903614458,BigFish
151,,$\hat{Q}^*$,0.5,8.75,0.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.006024096385542169,BigFish
144,,$\hat{Q}^*$,0.5,77.5,7.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.1686746987951807,BigFish
150,,$\hat{Q}^*$,0.5,48.25,3.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.07228915662650602,BigFish
145,,$\hat{Q}^*$,0.5,19.25,0.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.006024096385542169,BigFish
149,,$\hat{Q}^*$,0.5,64.75,10.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.2469879518072289,BigFish
148,,$\hat{Q}^*$,0.5,14.0,1.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.03614457831325301,BigFish
146,,$\hat{Q}^*$,0.5,9.25,0.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.018072289156626505,BigFish
147,,$\hat{Q}^*$,0.5,71.75,10.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.25301204819277107,BigFish
152,,$\hat{Q}^*$,0.5,8.75,0.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.012048192771084338,BigFish
477,,Random,0.25,125.0,18.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.45180722891566266,BigFish
491,,Random,0.5,125.0,30.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7228915662650602,BigFish
483,,Random,0.25,125.0,24.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5963855421686747,BigFish
489,,Random,0.5,125.0,30.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7228915662650602,BigFish
488,,Random,0.5,125.0,23.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5602409638554217,BigFish
487,,Random,0.5,125.0,23.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5662650602409639,BigFish
486,,Random,0.5,125.0,30.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7228915662650602,BigFish
485,,Random,0.5,125.0,19.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.46987951807228917,BigFish
484,,Random,0.5,125.0,31.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7650602409638554,BigFish
479,,Random,0.25,125.0,28.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6867469879518072,BigFish
482,,Random,0.25,125.0,15.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.37349397590361444,BigFish
481,,Random,0.25,125.0,19.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.463855421686747,BigFish
480,,Random,0.25,125.0,25.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6144578313253012,BigFish
478,,Random,0.25,125.0,24.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5903614457831325,BigFish
490,,Random,0.5,125.0,24.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5903614457831325,BigFish
550,,Random,0.75,125.0,24.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5783132530120482,BigFish
540,,Random,0.75,12.0,0.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.018072289156626505,BigFish
543,,Random,0.75,125.0,28.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6807228915662651,BigFish
476,,Random,0.25,125.0,25.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6144578313253012,BigFish
544,,Random,0.75,125.0,23.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.572289156626506,BigFish
545,,Random,0.75,125.0,24.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5783132530120482,BigFish
546,,Random,0.75,125.0,25.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6024096385542169,BigFish
547,,Random,0.75,125.0,24.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5783132530120482,BigFish
548,,Random,0.75,125.0,28.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6867469879518072,BigFish
549,,Random,0.75,125.0,24.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5783132530120482,BigFish
551,,Random,0.75,125.0,24.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5783132530120482,BigFish
552,,Random,0.75,125.0,26.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6445783132530121,BigFish
553,,Random,0.75,125.0,21.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5240963855421686,BigFish
554,,Random,0.75,125.0,26.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6445783132530121,BigFish
555,,Random,0.75,125.0,25.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.608433734939759,BigFish
556,,Random,0.75,125.0,21.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5240963855421686,BigFish
557,,Random,0.75,125.0,35.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.8493975903614458,BigFish
558,,Random,0.75,75.5,20.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.4819277108433735,BigFish
559,,Random,0.75,125.0,24.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5903614457831325,BigFish
560,,Random,0.75,125.0,22.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5421686746987951,BigFish
561,,Random,0.75,125.0,27.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6566265060240963,BigFish
562,,Random,0.75,125.0,25.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.608433734939759,BigFish
563,,Random,0.75,125.0,21.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5180722891566265,BigFish
475,,Random,0.25,64.75,13.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.3253012048192771,BigFish
542,,Random,0.75,125.0,22.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5421686746987951,BigFish
473,,Random,0.25,125.0,24.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5843373493975904,BigFish
453,,Random,0.9,125.0,25.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6144578313253012,BigFish
452,,Random,0.9,125.0,26.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6385542168674698,BigFish
451,,Random,0.9,125.0,18.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.4457831325301205,BigFish
450,,Random,0.9,125.0,29.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6987951807228916,BigFish
449,,Random,0.9,117.5,24.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5903614457831325,BigFish
448,,Random,0.9,125.0,33.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.8012048192771084,BigFish
474,,Random,0.25,125.0,25.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6144578313253012,BigFish
446,,Random,0.9,125.0,31.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7590361445783133,BigFish
445,,Random,0.9,125.0,28.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6927710843373494,BigFish
444,,Random,0.9,125.0,19.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.46987951807228917,BigFish
454,,Random,0.9,125.0,31.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7650602409638554,BigFish
443,,Random,0.9,125.0,30.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7409638554216867,BigFish
441,,Random,0.9,125.0,24.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5903614457831325,BigFish
541,,Random,0.75,54.75,10.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.24096385542168675,BigFish
442,,Random,0.9,125.0,24.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5843373493975904,BigFish
455,,Random,0.9,125.0,25.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6144578313253012,BigFish
447,,Random,0.9,125.0,22.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5301204819277109,BigFish
457,,Random,0.9,88.25,15.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.37349397590361444,BigFish
456,,Random,0.9,125.0,27.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6626506024096386,BigFish
464,,Random,0.25,49.0,11.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.26506024096385544,BigFish
465,,Random,0.25,107.75,17.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.41566265060240964,BigFish
463,,Random,0.9,125.0,31.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7650602409638554,BigFish
462,,Random,0.9,125.0,26.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6325301204819277,BigFish
460,,Random,0.9,125.0,26.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6385542168674698,BigFish
459,,Random,0.9,125.0,29.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6987951807228916,BigFish
461,,Random,0.9,125.0,24.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5783132530120482,BigFish
466,,Random,0.25,125.0,25.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.608433734939759,BigFish
467,,Random,0.25,125.0,27.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6506024096385542,BigFish
468,,Random,0.25,125.0,24.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5783132530120482,BigFish
469,,Random,0.25,125.0,17.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.42168674698795183,BigFish
470,,Random,0.25,125.0,26.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6385542168674698,BigFish
471,,Random,0.25,125.0,25.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.608433734939759,BigFish
472,,Random,0.25,8.5,1.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.030120481927710843,BigFish
458,,Random,0.9,94.5,21.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5180722891566265,BigFish
0,,$A^*$,0.25,7.25,0.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.0,BigFish
538,,$A^*$,0.75,125.0,31.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7590361445783133,BigFish
424,,$A^*$,0.9,125.0,31.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7590361445783133,BigFish
425,,$A^*$,0.9,125.0,27.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6506024096385542,BigFish
426,,$A^*$,0.9,125.0,31.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7469879518072289,BigFish
427,,$A^*$,0.9,125.0,19.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.46987951807228917,BigFish
428,,$A^*$,0.9,125.0,30.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7409638554216867,BigFish
429,,$A^*$,0.9,125.0,32.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7891566265060241,BigFish
430,,$A^*$,0.9,125.0,30.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7228915662650602,BigFish
431,,$A^*$,0.9,125.0,25.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.608433734939759,BigFish
423,,$A^*$,0.9,125.0,31.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7650602409638554,BigFish
432,,$A^*$,0.9,125.0,26.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6265060240963856,BigFish
434,,$A^*$,0.9,125.0,30.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7349397590361446,BigFish
435,,$A^*$,0.9,125.0,27.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6626506024096386,BigFish
436,,$A^*$,0.9,125.0,30.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7228915662650602,BigFish
